ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
4507,Food-Spice,Cumin Powder,Lead,0.33,ppm,UNKNOWN OR NOT STATED,BANGLADESH,08/02/2019 12:00:00 AM,No
3635,Toys/Children's Products,Marker,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/13/2019 12:00:00 AM,No
2700,Dietary Supplement/Medications/Remedy,Neo Carmina Herb-Mint Tablets (Unani Medicine),Arsenic,-1,ppm,Hamdard Laboratories (Waqf) Pakistan,PAKISTAN,09/28/2017 12:00:00 AM,No
2818,Dietary Supplement/Medications/Remedy,Siddha Jal,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES MINOR OUTLYING ISLANDS,02/13/2018 12:00:00 AM,No
757,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Mercury,-1,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,03/29/2013 12:00:00 AM,No
2197,Dietary Supplement/Medications/Remedy,Tierra Santa Holy Ground,Arsenic,2.5,ppm,UNKNOWN OR NOT STATED,MEXICO,02/08/2017 12:00:00 AM,No
4182,Food-Spice,Turmeric powder,Lead,0.25,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/03/2019 12:00:00 AM,No
3094,Dietary Supplement/Medications/Remedy,Vitamin B Complex,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/27/2018 12:00:00 AM,No
2765,Toys/Children's Products,Hot Wheels Toy Car,Lead,-1,ppm,Mattel,MALAYSIA,12/11/2017 12:00:00 AM,No
4674,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,09/19/2019 12:00:00 AM,No
1078,Cosmetics,Venus de Milo cream beauty soap,Mercury,-1,ppm,UNKNOWN OR NOT STATED,JORDAN,04/01/2014 12:00:00 AM,No
2101,Dietary Supplement/Medications/Remedy,Cherry Honey Cough Drops,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,No
2613,Cosmetics,Sindoor,Lead,25,ppm,UNKNOWN OR NOT STATED,NEPAL,08/23/2017 12:00:00 AM,No
200,Cosmetics,Kohl,Lead,300000,ppm,UNKNOWN OR NOT STATED,INDIA,06/01/2011 12:00:00 AM,No
2383,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/18/2017 12:00:00 AM,No
1002,Food-Spice,Rasam,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,12/10/2013 12:00:00 AM,No
4713,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy for reproductive health,Mercury,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,10/02/2019 12:00:00 AM,No
3984,Tableware/Pottery,Cloud shaped appetizer dish--Interior,Lead,12.5,MG/CM^2,UNKNOWN OR NOT STATED,JAPAN,04/02/2019 12:00:00 AM,No
179,Dietary Supplement/Medications/Remedy,Dehshuddhi (Ayurvedic),Lead,2,ppm,Amit Pharmacy,INDIA,05/17/2011 12:00:00 AM,No
4711,Dietary Supplement/Medications/Remedy,Pakistani herbal remedy for reproductive health,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,10/02/2019 12:00:00 AM,No
2038,Dietary Supplement/Medications/Remedy,Grape Seed Extract,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 12:00:00 AM,No
3784,Food-Spice,Indo - West Indian Turmeric Dye Har dee,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/05/2019 12:00:00 AM,No
272,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Arsenic,1200,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,No
1411,Dietary Supplement/Medications/Remedy,Shankh Bati (Ayurvedic),Arsenic,5.2,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
412,Dietary Supplement/Medications/Remedy,Special Gunpowder (Tea),Lead,3.2,ppm,UNKNOWN OR NOT STATED,CHINA,04/04/2012 12:00:00 AM,No
4913,Food-Spice,Curry Powder,Lead,-1,ppm,Wajaya Product (Pvt) Ltd.,SRI LANKA,11/19/2019 12:00:00 AM,No
3584,Food-Spice,Lucky fish sauce,Lead,0.093,MG/L,"Thai O charos Co , Ltd",THAILAND,02/01/2019 12:00:00 AM,No
24,Food Other,Dulces Vero,Lead,-1,ppm,Viacom,MEXICO,02/08/2011 12:00:00 AM,No
534,Food-Spice,Bouillon cubes,Lead,-1,ppm,NESTLE NIGERIA PLC,NIGERIA,07/17/2012 12:00:00 AM,No
2434,Food Other,Peanut Butter,Lead,-1,ppm,UNKNOWN OR NOT STATED,OTHER AFRICAN,05/23/2017 12:00:00 AM,No
2860,Dietary Supplement/Medications/Remedy,Manjistha,Lead,1.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/13/2018 12:00:00 AM,No
764,Jewelry,Tabiz,Lead,160,ppm,UNKNOWN OR NOT STATED,INDIA,03/29/2013 12:00:00 AM,No
5022,Dietary Supplement/Medications/Remedy,"Shantou Olive Pharmaceutical Co., Ltd. Yu Lam Pe Min Kan",Cadmium,-1,ppm,"Shantou Olive Pharmaceutical Co., Ltd.",CHINA,12/13/2019 12:00:00 AM,No
3867,Dietary Supplement/Medications/Remedy,Bryonia 30,Lead,7.08,ppm,UNKNOWN OR NOT STATED,INDIA,03/20/2019 12:00:00 AM,No
3510,Food-Spice,Curry,Lead,0.43,ppm,UNKNOWN OR NOT STATED,JAMAICA,01/28/2019 12:00:00 AM,No
749,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,03/29/2013 12:00:00 AM,No
81,Food-Spice,Ginger powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,04/06/2011 12:00:00 AM,No
318,Food-Spice,Georgian spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,11/10/2011 12:00:00 AM,No
2695,Cosmetics,Emami Fair and Handsome,Mercury,-1,ppm,Emami Limited,INDIA,09/28/2017 12:00:00 AM,No
5094,Food-Spice,G.R. Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,12/23/2019 12:00:00 AM,No
2684,Cosmetics,Gipsy Amazing Cream,Mercury,0.097,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/28/2017 12:00:00 AM,No
3539,Food-Spice,Black Pepper,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,01/28/2019 12:00:00 AM,No
3112,Dietary Supplement/Medications/Remedy,Bio-Curcurmin,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/27/2018 12:00:00 AM,No
2347,Tableware/Pottery,Ceramic pan--ASTM C738-94 Method,Lead,1100,MG/L,UNKNOWN OR NOT STATED,MEXICO,04/05/2017 12:00:00 AM,No
1529,Food-Spice,Biryani,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/10/2015 12:00:00 AM,No
1951,Cosmetics,JABÓN BAMBINO AZUL Castile Soap,Mercury,0.053,ppm,Laboratorios Roldan,DOMINICAN REPUBLIC,10/07/2016 12:00:00 AM,No
1277,Jewelry,Amulet-metal clasps,Lead,1000000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/19/2015 12:00:00 AM,No
4236,Toys/Children's Products,Painted wooden block,Lead,1.1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,06/27/2019 12:00:00 AM,No
2945,Food-Spice,Radhuni Chilli Powder,Lead,-1,ppm,Square Food & Beverage Ltd.,BANGLADESH,05/04/2018 12:00:00 AM,No
2605,Food-Spice,Svanuri marili,Lead,2100,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/11/2017 12:00:00 AM,No
1814,Food-Spice,Red Chilly Pepper Powder/Traditional Piquant Spice,Lead,0.25,ppm,Aroma Product Ltd.,GEORGIA,07/01/2016 12:00:00 AM,No
3911,Food-Spice,Cumin,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/27/2019 12:00:00 AM,No
2859,Dietary Supplement/Medications/Remedy,Manjistha,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/13/2018 12:00:00 AM,No
3423,Tableware/Pottery,Egyptian Tajine--ASTM C738 Method,Lead,20,MG/L,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/15/2019 12:00:00 AM,No
939,Food-Spice,Mixed spices,Lead,1.4,ppm,UNKNOWN OR NOT STATED,IRAQ,10/25/2013 12:00:00 AM,No
1761,Food-Spice,Ginger Powder,Lead,1.4,ppm,UNKNOWN OR NOT STATED,MOROCCO,05/05/2016 12:00:00 AM,No
3058,Toys/Children's Products,Crayon,Lead,1.3,ppm,Crayola.com,UNKNOWN OR NOT STATED,07/31/2018 12:00:00 AM,No
449,Food-Spice,Coriander,Lead,-1,ppm,Swad,INDIA,05/11/2012 12:00:00 AM,No
4366,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,07/05/2019 12:00:00 AM,No
4941,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,PAKISTAN,11/22/2019 12:00:00 AM,No
3681,Food Other,Delicious Nuts Series,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,02/20/2019 12:00:00 AM,No
1570,Dietary Supplement/Medications/Remedy,Emperor's Tea Pill (Conc)/Tian Wang Bu Xin Wan,Mercury,0.026,ppm,Lanzhou Traditional Herbs,CHINA,12/03/2015 12:00:00 AM,No
365,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,24000,ppm,Ban Labs Ltd.,INDIA,01/23/2012 12:00:00 AM,No
4622,Food-Spice,Oriental Mascot Red Pepper Powder,Lead,0.35,ppm,UNKNOWN OR NOT STATED,TAIWAN - PROVINCE OF CHINA,09/09/2019 12:00:00 AM,No
1297,Food-Spice,Turmeric powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/25/2015 12:00:00 AM,No
473,Religious powder,Sindoor (orange powder),Cadmium,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/31/2012 12:00:00 AM,No
1708,Food-Spice,Chili food seasoning,Lead,0.54,ppm,UNKNOWN OR NOT STATED,BANGLADESH,03/24/2016 12:00:00 AM,No
2160,Dietary Supplement/Medications/Remedy,Biotin 2500mcg,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/31/2017 12:00:00 AM,No
2540,Food-Spice,Utskho suneli,Lead,36,ppm,UNKNOWN OR NOT STATED,GEORGIA,07/18/2017 12:00:00 AM,No
2424,Toys/Children's Products,Hot Wheels,Lead,14,ppm,Mattel Inc.,MALAYSIA,05/16/2017 12:00:00 AM,No
426,Food-Candy,Pollito Alvbro Lollipop,Lead,-1,ppm,Pollito Alvbro S.A DE CV,MEXICO,04/11/2012 12:00:00 AM,No
1510,Food-Candy,Manita de la suerta lollipop,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,07/02/2015 12:00:00 AM,No
1954,Food-Spice,Chilli Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/07/2016 12:00:00 AM,No
641,Cosmetics,Kumkum powder,Lead,3,ppm,Shingar Limited,INDIA,11/21/2012 12:00:00 AM,No
2171,Dietary Supplement/Medications/Remedy,Slow Release Iron,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/31/2017 12:00:00 AM,No
4159,Food-Spice,Clove sticks,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/21/2019 12:00:00 AM,No
3565,Paint Supplies,Apex,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,01/30/2019 12:00:00 AM,No
2104,Dietary Supplement/Medications/Remedy,Prescript-Assist PRO,Lead,11,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,No
1065,Food-Spice,Coriander powder,Lead,0.99,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/28/2014 12:00:00 AM,No
4477,Food-Spice,Red Chilli powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,07/30/2019 12:00:00 AM,No
4371,Food-Spice,Sambar powder (Mixed Curry powder),Lead,27,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/08/2019 12:00:00 AM,No
3127,Food-Spice,Dhaniya Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/14/2018 12:00:00 AM,No
1684,Food-Spice,Dry Chili,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/17/2016 12:00:00 AM,No
1130,Food Other,Orange Blossom Honey,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/22/2014 12:00:00 AM,No
3497,Food-Spice,Genuine Madras Curry Powder,Lead,0.36,ppm,Mittulaul Lalah & Sons,INDIA,01/24/2019 12:00:00 AM,No
1632,Dietary Supplement/Medications/Remedy,Poria & Peony Combo Extract (Conc)/Shu Gan Wan,Lead,1.1,ppm,Lanzhou Traditional Herbs,CHINA,12/16/2015 12:00:00 AM,No
4217,Food-Spice,Tibetan Spice,Lead,0.35,ppm,UNKNOWN OR NOT STATED,TIBET,06/17/2019 12:00:00 AM,No
3860,Food-Spice,Turmeric,Lead,1.03,ppm,UNKNOWN OR NOT STATED,INDIA,03/20/2019 12:00:00 AM,No
1630,Dietary Supplement/Medications/Remedy,Poria & Peony Combo Extract (Conc)/Shu Gan Wan,Mercury,-1,ppm,Lanzhou Traditional Herbs,CHINA,12/16/2015 12:00:00 AM,No
4646,Food-Spice,Celery Seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/12/2019 12:00:00 AM,No
3010,Other,Creoline,Lead,0.082,MG/L,UNKNOWN OR NOT STATED,ARUBA,05/26/2018 12:00:00 AM,No
4025,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,04/12/2019 12:00:00 AM,No
3277,Dietary Supplement/Medications/Remedy,Ashwagandha,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/26/2018 12:00:00 AM,No
3371,Food-Spice,Seasoning Salt,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/04/2019 12:00:00 AM,No
3039,Food-Spice,Tajin Clasico Seasoning,Lead,0.35,ppm,UNKNOWN OR NOT STATED,MEXICO,06/26/2018 12:00:00 AM,No
1368,Dietary Supplement/Medications/Remedy,Arogyawardhini Bati (Shilajeet&Kutki) (Ayurvedic),Lead,16,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
2364,Food-Spice,Khmeli-suneli,Lead,4.4,ppm,UNKNOWN OR NOT STATED,GEORGIA,04/14/2017 12:00:00 AM,No
1117,Food-Spice,Georgian 'Tkemali' - Red plum sauce,Lead,1.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/29/2014 12:00:00 AM,No
1804,Food-Spice,Red Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/21/2016 12:00:00 AM,No
1588,Dietary Supplement/Medications/Remedy,Shu Gan Wan (Poria & Peony Combo Extract),Mercury,-1,ppm,Lanzhou Traditional Herbs,CHINA,12/03/2015 12:00:00 AM,No
240,Tableware/Pottery,Clay pitcher,Lead,14000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/06/2011 12:00:00 AM,No
1246,Food-Spice,Coriander,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/06/2015 12:00:00 AM,No
5073,Food-Spice,Turmeric Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/18/2019 12:00:00 AM,No
886,Cosmetics,Purple Nail Polish,Lead,-1,ppm,Mark Wins International,UNKNOWN OR NOT STATED,08/22/2013 12:00:00 AM,No
2994,Cosmetics,Surma,Lead,160000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/25/2018 12:00:00 AM,No
2454,Food-Spice,Turmeric,Lead,0.48,ppm,UNKNOWN OR NOT STATED,BANGLADESH,06/06/2017 12:00:00 AM,No
1304,Dietary Supplement/Medications/Remedy,Gaisantak Bati (Ayurvedic),Mercury,2.5,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
2339,Toys/Children's Products,Maraca (Exterior),Lead,0.2,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/05/2017 12:00:00 AM,No
4007,Food-Spice,Brown powder,Lead,0.39,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/09/2019 12:00:00 AM,No
3856,Food-Spice,Svarilli,Lead,52.3,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/20/2019 12:00:00 AM,No
446,Food-Spice,Fish Powder,Lead,-1,ppm,Namprik Maesri Ltd.,THAILAND,05/02/2012 12:00:00 AM,No
2775,Food Other,Protein Drink Mix - Peanut Cookie,Lead,-1,ppm,"Triaco Industries, Inc.",UNITED STATES,01/05/2018 12:00:00 AM,No
3781,Cosmetics,African Angel Advanced Formula Beauty Cream,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,03/05/2019 12:00:00 AM,No
3498,Food Other,Molasses,Lead,-1,ppm,UNKNOWN OR NOT STATED,EGYPT,01/24/2019 12:00:00 AM,No
2451,Food Other,Home  made wine,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,06/02/2017 12:00:00 AM,No
188,Food Other,Euryale Seeds,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,05/20/2011 12:00:00 AM,No
825,Dietary Supplement/Medications/Remedy,Holy Basil Force,Lead,-1,ppm,"New Chapter, Inc.",UNITED STATES,06/25/2013 12:00:00 AM,No
297,Food-Spice,Turmeric,Lead,1.9,ppm,UNKNOWN OR NOT STATED,BANGLADESH,09/22/2011 12:00:00 AM,No
3024,Food-Spice,Saffron,Lead,3.7,ppm,Roshan saffron Agricultural,AFGHANISTAN,06/18/2018 12:00:00 AM,No
5026,Dietary Supplement/Medications/Remedy,Ossifex Extract (Concentrated) Jian Bu Hu Qian Wan,Cadmium,-1,ppm,UNKNOWN OR NOT STATED,CHINA,12/13/2019 12:00:00 AM,No
1426,Religious powder,Holi Color - Orange,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,02/25/2015 12:00:00 AM,No
266,Dietary Supplement/Medications/Remedy,Mahadhanwantaram Gulika (Ayurvedic),Lead,6.6,ppm,Arya Vaidya Sala,INDIA,08/25/2011 12:00:00 AM,No
1004,Food-Spice,Asafoetida (Hing),Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,12/10/2013 12:00:00 AM,No
1390,Dietary Supplement/Medications/Remedy,Rajbati (Gandhak Bati)(Gandhak&Sonth) (Ayurvedic),Lead,5.1,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
4957,Food-Spice,Miguelito,Lead,-1,ppm,Miguelito,MEXICO,11/22/2019 12:00:00 AM,No
925,Food-Spice,Pomegranate Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2013 12:00:00 AM,No
4737,Food-Spice,Chili,Lead,1.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/04/2019 12:00:00 AM,No
1018,Toys/Children's Products,Hotwheels,Lead,-1,ppm,Hotwheels,MALAYSIA,12/27/2013 12:00:00 AM,No
3464,Food-Spice,Turmeric,Lead,0.43,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/17/2019 12:00:00 AM,No
3597,Dietary Supplement/Medications/Remedy,Arsalb 200,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,02/06/2019 12:00:00 AM,No
1892,Food-Spice,Utskho suneli,Lead,560,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,08/16/2016 12:00:00 AM,No
5059,Dietary Supplement/Medications/Remedy,Visex Extract (Concentrated) Dietary Herbal Supplement Ming Mu Di Huang Wan,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,12/13/2019 12:00:00 AM,No
2633,Toys/Children's Products,Scarlet colored crayon,Lead,2.8,ppm,Crayola,UNKNOWN OR NOT STATED,09/01/2017 12:00:00 AM,No
739,Food-Spice,Garam Masala Powder,Lead,0.57,ppm,UNKNOWN OR NOT STATED,INDIA,03/22/2013 12:00:00 AM,No
1837,Dietary Supplement/Medications/Remedy,Maca magic,Arsenic,-1,ppm,Herbs America Company,UNITED STATES,07/11/2016 12:00:00 AM,No
2867,Dietary Supplement/Medications/Remedy,Artecin,Mercury,-1,ppm,Thorne Research Inc.,UNITED STATES,02/13/2018 12:00:00 AM,No
3441,Tableware/Pottery,Moroccan Tajine--ASTM C738 Method,Lead,0.017,MG/L,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/15/2019 12:00:00 AM,No
4953,Food-Spice,Coriander,Lead,0.25,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/22/2019 12:00:00 AM,No
2192,Tableware/Pottery,Ceramic Jar--Total Digest of Representative Parts,Lead,340000,ppm,UNKNOWN OR NOT STATED,MEXICO,02/08/2017 12:00:00 AM,No
3508,Other,Pencil,Lead,25,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/28/2019 12:00:00 AM,No
3119,Toys/Children's Products,Toy car,Lead,5.5,ppm,UNKNOWN OR NOT STATED,CHINA,09/14/2018 12:00:00 AM,No
2739,Food-Spice,Kirkland Signature Ground Turmeric,Lead,1.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/28/2017 12:00:00 AM,No
4580,Food-Spice,Radhuni Tumeric Powder,Lead,1,ppm,Square Food & Beverages Ltd.,BANGLADESH,08/27/2019 12:00:00 AM,No
4240,Cosmetics,Nature's Essence Gold Bleach Activator,Mercury,-1,ppm,Nature's Organics,INDIA,06/27/2019 12:00:00 AM,No
396,Food-Spice,Georgian spice,Lead,1200,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/09/2012 12:00:00 AM,No
949,Cosmetics,Surma,Lead,700000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,11/08/2013 12:00:00 AM,No
923,Food-Spice,Chicken Tandoori Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2013 12:00:00 AM,No
3892,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,ALGERIA,03/26/2019 12:00:00 AM,No
1753,Food-Spice,Red Pepper,Lead,55,ppm,UNKNOWN OR NOT STATED,GEORGIA,05/04/2016 12:00:00 AM,No
1697,Food Other,Olive Oil,Lead,-1,ppm,UNKNOWN OR NOT STATED,ALGERIA,03/09/2016 12:00:00 AM,No
3694,Food-Spice,Curry Powder,Lead,0.31,ppm,UNKNOWN OR NOT STATED,NEPAL,02/21/2019 12:00:00 AM,No
679,Food-Spice,Cumin Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,12/12/2012 12:00:00 AM,No
2737,Toys/Children's Products,Wind Chime,Lead,610000,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/25/2017 12:00:00 AM,No
12,Food-Spice,Garam masala,Lead,3.2,ppm,UNKNOWN OR NOT STATED,INDIA,01/19/2011 12:00:00 AM,No
623,Food-Spice,Leafy spice,Lead,1.7,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/16/2012 12:00:00 AM,No
3770,Dietary Supplement/Medications/Remedy,Himalaya Guggul Herbal Supplement,Lead,0.69,ppm,The Himalaya Drug Company,INDIA,03/05/2019 12:00:00 AM,No
4421,Dietary Supplement/Medications/Remedy,Fatafat,Cadmium,-1,ppm,Pamul Industries,INDIA,07/10/2019 12:00:00 AM,No
1302,Dietary Supplement/Medications/Remedy,Gaisantak Bati (Ayurvedic),Lead,3.1,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
3695,Toys/Children's Products,Cappuccino  coffee toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/21/2019 12:00:00 AM,No
275,Dietary Supplement/Medications/Remedy,Ovarin (Ayurvedic),Lead,450,ppm,Ban Labs Ltd.,INDIA,08/25/2011 12:00:00 AM,No
1344,Religious powder,Festival Colors,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/25/2015 12:00:00 AM,No
3218,Toys/Children's Products,Toy car,Lead,9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/16/2018 12:00:00 AM,No
486,Dietary Supplement/Medications/Remedy,Betamil Syrup,Lead,-1,ppm,"Laboratorio CUBARBS, S.S.",DOMINICAN REPUBLIC,06/06/2012 12:00:00 AM,No
1864,Toys/Children's Products,Toy NY Taxi,Lead,-1,ppm,Shing Fat Ltd,CHINA,08/01/2016 12:00:00 AM,No
624,Food-Spice,Unlabeled spice,Lead,1.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/16/2012 12:00:00 AM,No
4302,Dietary Supplement/Medications/Remedy,Herbi+ Nature's Treasure Gokshura Capsules,Cadmium,-1,ppm,Herbs India,INDIA,06/27/2019 12:00:00 AM,No
1030,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang (Gentian Draining Formula),Mercury,-1,ppm,Meridian Herbal Products,CHINA,01/15/2014 12:00:00 AM,No
2532,Food-Spice,Paprika,Lead,0.39,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/12/2017 12:00:00 AM,No
2016,Food-Spice,Curry Powder,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/03/2016 12:00:00 AM,No
2883,Food-Spice,Coriander,Lead,0.25,ppm,UNKNOWN OR NOT STATED,INDIA,03/05/2018 12:00:00 AM,No
401,Toys/Children's Products,BMW Z4 COUPE,Lead,-1,ppm,"Kintoy Die-Casting Mfy., Ltd",CHINA,03/22/2012 12:00:00 AM,No
454,Dietary Supplement/Medications/Remedy,Gripe Water,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED KINGDOM,05/14/2012 12:00:00 AM,No
4829,Toys/Children's Products,Plastic Car Toy,Lead,5.8,ppm,UNKNOWN OR NOT STATED,CHINA,10/24/2019 12:00:00 AM,No
290,Cosmetics,Surma,Lead,350000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,09/08/2011 12:00:00 AM,No
4836,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/26/2019 12:00:00 AM,No
