ROW_ID,PRODUCT_TYPE,PRODUCT_NAME,METAL,CONCENTRATION,UNITS,MANUFACTURER,MADE_IN_COUNTRY,COLLECTION_DATE,DELETED
3394,Cosmetics,Cologne Talcum,Lead,4.8,ppm,Shree Balaj Herbo labs.,INDIA,01/11/2019 12:00:00 AM,No
3546,Food Other,Orange Pekoe Tea,Lead,0.35,ppm,UNKNOWN OR NOT STATED,INDIA,01/29/2019 12:00:00 AM,No
1363,Dietary Supplement/Medications/Remedy,Sariwadi Bati (Ayurvedic),Lead,470,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
3593,Food-Spice,Cumic Powder,Lead,-1,ppm,RADHUNI,BANGLADESH,02/05/2019 12:00:00 AM,No
3154,Food-Spice,Cumin,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,ALGERIA,09/24/2018 12:00:00 AM,No
148,Food-Spice,Suneli,Lead,14000,ppm,UNKNOWN OR NOT STATED,GEORGIA,05/03/2011 12:00:00 AM,No
4623,Tableware/Pottery,Small Blue and white Ceramic Bowl,Lead,-1,MG/CM^2,UNKNOWN OR NOT STATED,UNITED STATES,09/09/2019 12:00:00 AM,No
4441,Food Other,Manna Groats,Lead,-1,ppm,LLC Mill Complex 'Rosa',RUSSIAN FEDERATION,07/24/2019 12:00:00 AM,No
1452,Food-Spice,Chili powder,Lead,110,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/18/2015 12:00:00 AM,No
1883,Food-Spice,Peri Peri,Lead,1.7,ppm,UNKNOWN OR NOT STATED,CONGO,08/13/2016 12:00:00 AM,No
4068,Food-Spice,Lagman,Lead,0.28,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,04/22/2019 12:00:00 AM,No
3776,Religious powder,Clarion Kumkum/Sindoor,Lead,0.67,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/05/2019 12:00:00 AM,No
3514,Tableware/Pottery,Clay cup--Exterior,Lead,11,ppm,UNKNOWN OR NOT STATED,MOROCCO,01/28/2019 12:00:00 AM,No
3931,Food-Spice,Turmeric Powder,Lead,0.414,ppm,Shan,PAKISTAN,04/01/2019 12:00:00 AM,No
3618,Food-Spice,Coriander powder,Lead,0.3,ppm,Square Food and Beverage LTD.,BANGLADESH,02/08/2019 12:00:00 AM,No
3259,Toys/Children's Products,Toy blocks,Lead,3.9,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/15/2018 12:00:00 AM,No
940,Food-Spice,Mixed spices,Lead,1,ppm,UNKNOWN OR NOT STATED,JORDAN,10/25/2013 12:00:00 AM,No
2181,Food-Spice,Chili Powder,Lead,0.29,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/06/2017 12:00:00 AM,No
3548,Toys/Children's Products,Crayon,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,01/29/2019 12:00:00 AM,No
1538,Food-Spice,Georgian spice,Lead,9.9,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/30/2015 12:00:00 AM,No
1726,Food-Spice,Chili Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,04/11/2016 12:00:00 AM,No
2103,Dietary Supplement/Medications/Remedy,Cinnamon Cardamon Tea,Lead,0.31,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,No
1636,Cosmetics,Surma (Hashmi),Lead,850000,ppm,HASHMI SURMA SPECIAL,PAKISTAN,01/05/2016 12:00:00 AM,No
683,Food-Spice,Coriander powder,Lead,-1,ppm,MOHO (?),UNKNOWN OR NOT STATED,12/18/2012 12:00:00 AM,No
944,Cosmetics,Eyeliner pencil,Lead,7,ppm,UNKNOWN OR NOT STATED,PAKISTAN,11/01/2013 12:00:00 AM,No
859,Dietary Supplement/Medications/Remedy,Shatavar Choorna (Ayurvedic),Mercury,-1,ppm,Patanjali Ayurved Limited,INDIA,07/17/2013 12:00:00 AM,No
3326,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,12/11/2018 12:00:00 AM,No
4607,Food-Spice,Utzko-Suneli,Lead,0.29,ppm,UNKNOWN OR NOT STATED,GEORGIA,09/07/2019 12:00:00 AM,No
752,Dietary Supplement/Medications/Remedy,Homeopathic remedy for stomach disorder,Arsenic,-1,ppm,Kapsons Homoeo Clinics & Pharmacies,INDIA,03/29/2013 12:00:00 AM,No
4818,Food Other,Snacks,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/23/2019 12:00:00 AM,No
703,Food-Spice,Paprika/Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,HUNGARY,02/01/2013 12:00:00 AM,No
2461,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,06/16/2017 12:00:00 AM,No
3411,Food-Spice,Cumin,Lead,-1,ppm,Square Food & Beverage LTD,BANGLADESH,01/14/2019 12:00:00 AM,No
1184,Food-Spice,Coriander,Lead,1.2,ppm,UNKNOWN OR NOT STATED,GEORGIA,08/14/2014 12:00:00 AM,No
105,Food-Spice,Chili powder,Lead,2.2,ppm,UNKNOWN OR NOT STATED,BANGLADESH,04/14/2011 12:00:00 AM,No
436,Toys/Children's Products,Wooden block,Lead,-1,ppm,UNKNOWN OR NOT STATED,BRAZIL,04/23/2012 12:00:00 AM,No
3656,Food-Spice,Chilli Powder,Lead,0.34,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/15/2019 12:00:00 AM,No
2761,Food-Spice,Kondari,Lead,2.6,ppm,UNKNOWN OR NOT STATED,GEORGIA,11/15/2017 12:00:00 AM,No
2620,Toys/Children's Products,Highlighter,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,08/25/2017 12:00:00 AM,No
799,Dietary Supplement/Medications/Remedy,Sol Andino,Lead,1.8,ppm,Paraguay Sol Adino,PARAGUAY,06/07/2013 12:00:00 AM,No
4419,Dietary Supplement/Medications/Remedy,Kofton Cough Syrup,Mercury,-1,ppm,Bio Herbal Remedies Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,No
1879,Dietary Supplement/Medications/Remedy,Orlistat,Mercury,-1,ppm,Galeno Quimica S.A.,COLOMBIA,08/12/2016 12:00:00 AM,No
1491,Cosmetics,Lakme Jewel Sindoor,Lead,-1,ppm,Hindusta Unilever limited,INDIA,05/05/2015 12:00:00 AM,No
1772,Toys/Children's Products,Wooden block,Lead,82,ppm,Melissa and Doug,UNITED STATES,05/20/2016 12:00:00 AM,No
5057,Dietary Supplement/Medications/Remedy,Visex Extract (Concentrated) Dietary Herbal Supplement Ming Mu Di Huang Wan,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,CHINA,12/13/2019 12:00:00 AM,No
2296,Food Other,SOIL,Lead,350,ppm,UNKNOWN OR NOT STATED,UNITED STATES,03/16/2017 12:00:00 AM,No
2459,Food Other,Royco,Lead,-1,ppm,UNKNOWN OR NOT STATED,UGANDA,06/12/2017 12:00:00 AM,No
1062,Food-Spice,Chili powder,Lead,1.1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/28/2014 12:00:00 AM,No
1116,Food-Spice,Georgian spice (Dzeera),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/29/2014 12:00:00 AM,No
4139,Food-Spice,Garam masala,Lead,0.65,ppm,UNKNOWN OR NOT STATED,PAKISTAN,05/15/2019 12:00:00 AM,No
1348,Religious powder,Kumkuman,Mercury,-1,ppm,Y.V.S.,INDIA,02/25/2015 12:00:00 AM,No
1207,Cosmetics,Lakme Kajal,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,09/08/2014 12:00:00 AM,No
1048,Toys/Children's Products,Toy figurine,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,02/04/2014 12:00:00 AM,No
3661,Food-Spice,Red chilli,Lead,0.25,ppm,UNKNOWN OR NOT STATED,INDIA,02/19/2019 12:00:00 AM,No
1629,Dietary Supplement/Medications/Remedy,Poria & Peony Combo Extract (Conc)/Shu Gan Wan,Lead,1.3,ppm,Lanzhou Traditional Herbs,CHINA,12/16/2015 12:00:00 AM,No
986,Dietary Supplement/Medications/Remedy,Clamoxyl,Lead,-1,ppm,Glaxo Wellcome Production,FRANCE,11/18/2013 12:00:00 AM,No
135,Food-Spice,Rhizoma simi lacis glabrae,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/26/2011 12:00:00 AM,No
2617,Food-Spice,Turmeric (Haldi),Lead,800,ppm,UNKNOWN OR NOT STATED,NEPAL,08/23/2017 12:00:00 AM,No
561,Toys/Children's Products,Crayon,Lead,0.74,ppm,UNKNOWN OR NOT STATED,CHINA,08/13/2012 12:00:00 AM,No
54,Toys/Children's Products,Painted Metal Toy School Bus,Lead,41,ppm,Buddy L Corp,MACAU,03/17/2011 12:00:00 AM,No
59,Dietary Supplement/Medications/Remedy,Cetamol - liquid pain & fever reliever,Lead,-1,ppm,Cetamol,JAMAICA,03/24/2011 12:00:00 AM,No
4299,Dietary Supplement/Medications/Remedy,Herbi+ Nature's Treasure Sitopaladi Churna,Lead,-1,ppm,Herbs India,INDIA,06/27/2019 12:00:00 AM,No
3562,Paint Supplies,CraZart,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,01/30/2019 12:00:00 AM,No
4793,Dietary Supplement/Medications/Remedy,Yinchen Wormwood Combo (Li Gan Pian) Herbal Supplement,Lead,2.7,ppm,UNKNOWN OR NOT STATED,CHINA,10/17/2019 12:00:00 AM,No
1783,Cosmetics,Hashmi Surma,Lead,740000,ppm,Hashmi,PAKISTAN,05/24/2016 12:00:00 AM,No
3785,Cosmetics,Pop Popular Facial Cream,Mercury,-1,ppm,Smilephan Company Limited,THAILAND,03/05/2019 12:00:00 AM,No
3276,Dietary Supplement/Medications/Remedy,Ashwagandha,Lead,0.57,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/26/2018 12:00:00 AM,No
4098,Tableware/Pottery,Item 2. Large Pot,Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/01/2019 12:00:00 AM,No
2321,Tableware/Pottery,Clay bowl (Glazed Interior),Lead,9.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/23/2017 12:00:00 AM,No
4764,Toys/Children's Products,Painted plastic toy,Lead,9.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/15/2019 12:00:00 AM,No
580,Food Other,Soil from potted plants,Lead,13,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,09/05/2012 12:00:00 AM,No
1724,Food-Spice,Cumin,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,04/07/2016 12:00:00 AM,No
4321,Dietary Supplement/Medications/Remedy,Ayurvedic Kayam Tablet,Lead,0.49,ppm,Sheth Bros.,UNITED STATES,06/27/2019 12:00:00 AM,No
2863,Dietary Supplement/Medications/Remedy,Natural Calm,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/13/2018 12:00:00 AM,No
4819,Food Other,Chocolatto,Lead,-1,ppm,Ismail Industries Limited,PAKISTAN,10/23/2019 12:00:00 AM,No
4986,Other,KACEBA Carbon Battery,Lead,1700,ppm,UNKNOWN OR NOT STATED,CHINA,12/04/2019 12:00:00 AM,No
2872,Dietary Supplement/Medications/Remedy,Bacopa,Lead,1.6,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/13/2018 12:00:00 AM,No
1285,Toys/Children's Products,Sensory Toy (yellow banana),Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,02/25/2015 12:00:00 AM,No
2869,Dietary Supplement/Medications/Remedy,Ashwaganda,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/13/2018 12:00:00 AM,No
3222,Other,Potting soil,Lead,3.1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/19/2018 12:00:00 AM,No
3149,Food-Spice,Paprika,Lead,5800,ppm,UNKNOWN OR NOT STATED,ALGERIA,09/24/2018 12:00:00 AM,No
2188,Tableware/Pottery,Ceramic Jar--Interior,Lead,270000,ppm,UNKNOWN OR NOT STATED,MEXICO,02/08/2017 12:00:00 AM,No
1849,Food Other,Sweet,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,07/22/2016 12:00:00 AM,No
2864,Dietary Supplement/Medications/Remedy,Natural Calm,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/13/2018 12:00:00 AM,No
1884,Food-Spice,Curry Masala,Lead,0.3,ppm,UNKNOWN OR NOT STATED,CONGO,08/13/2016 12:00:00 AM,No
2680,Cosmetics,Fair & Lovely Cream,Mercury,0.068,ppm,Hindustan Unilever Ltd.,INDIA,09/28/2017 12:00:00 AM,No
4384,Dietary Supplement/Medications/Remedy,Leaf Care Organic Shankapushpi,Arsenic,-1,ppm,Khandige Organic Health Products Pvt. Ltd.,INDIA,07/10/2019 12:00:00 AM,No
3460,Food Other,Tepal Danedar Black Tea,Lead,-1,ppm,Tapal Tea (Private) Limited,PAKISTAN,01/16/2019 12:00:00 AM,No
1231,Dietary Supplement/Medications/Remedy,Gripe Water,Lead,-1,ppm,"MOM Enterprises, Inc.",UNITED STATES,11/12/2014 12:00:00 AM,No
1964,Cosmetics,Shimer Strips/Kohl Kajal surma eyeliner,Mercury,-1,ppm,Physician's Formula Inc.,UNITED STATES,11/03/2016 12:00:00 AM,No
3851,Food-Spice,Coriander Powder,Lead,0.299,ppm,Swad,INDIA,03/19/2019 12:00:00 AM,No
4841,Food-Spice,Turmeric,Lead,0.23,ppm,UNKNOWN OR NOT STATED,BANGLADESH,10/29/2019 12:00:00 AM,No
2846,Food Other,Special Tea,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/13/2018 12:00:00 AM,No
3940,Tableware/Pottery,Ceramic bowl wtih glazed interior--Total Rep.,Lead,48,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/01/2019 12:00:00 AM,No
4959,Food-Spice,Oregano,Lead,-1,ppm,UNKNOWN OR NOT STATED,DOMINICAN REPUBLIC,11/23/2019 12:00:00 AM,No
1787,Cosmetics,Surma,Lead,940000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,06/08/2016 12:00:00 AM,No
3412,Food-Spice,Coriander Powder,Lead,0.42,ppm,Square Food & Beverage Ltd,BANGLADESH,01/14/2019 12:00:00 AM,No
1323,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Arsenic,50,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
616,Food Other,Yellow Food Coloring,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,10/11/2012 12:00:00 AM,No
120,Food-Spice,Chili powder,Lead,2.1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,04/19/2011 12:00:00 AM,No
2322,Tableware/Pottery,Clay bowl (Exterior),Lead,-1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/23/2017 12:00:00 AM,No
582,Food-Spice,Ogbono,Lead,-1,ppm,UNKNOWN OR NOT STATED,NIGERIA,09/07/2012 12:00:00 AM,No
4358,Food-Spice,JUMBO Avec Vitamine A,Lead,-1,ppm,UNKNOWN OR NOT STATED,SPAIN,07/01/2019 12:00:00 AM,No
1318,Dietary Supplement/Medications/Remedy,Arogyavardhini Bati (Ayurvedic),Arsenic,11,ppm,Shree Baidyanath Ayurved Bhawan (P) Ltd.,INDIA,02/25/2015 12:00:00 AM,No
3948,Tableware/Pottery,Glazed plate--Interior,Lead,16.1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/01/2019 12:00:00 AM,No
4164,Food Other,Grains Tea,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,05/22/2019 12:00:00 AM,No
3865,Religious powder,Surma,Lead,564000,ppm,UNKNOWN OR NOT STATED,SAUDI ARABIA,03/20/2019 12:00:00 AM,No
511,Food-Spice,Georgian spice,Lead,11,ppm,UNKNOWN OR NOT STATED,GEORGIA,06/15/2012 12:00:00 AM,No
3292,Dietary Supplement/Medications/Remedy,Pancreatin,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/26/2018 12:00:00 AM,No
2679,Cosmetics,Golden Pearl Beauty Cream,Mercury,7700,ppm,Golden Pearl Cosmetics,PAKISTAN,09/28/2017 12:00:00 AM,No
1394,Dietary Supplement/Medications/Remedy,Agnitundi Bati (Ayurvedic),Arsenic,9.4,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd.",INDIA,02/25/2015 12:00:00 AM,No
888,Toys/Children's Products,Wooden block,Lead,39,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/27/2013 12:00:00 AM,No
4812,Toys/Children's Products,Strawberry marker,Lead,-1,ppm,DOT-A-DOT ART,UNITED STATES,10/22/2019 12:00:00 AM,No
2409,Dietary Supplement/Medications/Remedy,Tierra Santa,Arsenic,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/03/2017 12:00:00 AM,No
3723,Food-Spice,Radhuni Cumin Powder,Lead,-1,ppm,Square Food & Beverage Ltd.,BANGLADESH,02/26/2019 12:00:00 AM,No
785,Dietary Supplement/Medications/Remedy,Sleep aid (Herbal capsules),Arsenic,2.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/03/2013 12:00:00 AM,No
1922,Food-Spice,Tea cake,Lead,12,ppm,UNKNOWN OR NOT STATED,CHINA,09/14/2016 12:00:00 AM,No
1771,Cosmetics,Surma,Lead,740000,ppm,UNKNOWN OR NOT STATED,SAUDI ARABIA,05/19/2016 12:00:00 AM,No
4922,Food-Spice,Correander,Lead,3.2,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,11/19/2019 12:00:00 AM,No
1886,Toys/Children's Products,Toy car (gold and silver),Lead,-1,ppm,Mattel,THAILAND,08/13/2016 12:00:00 AM,No
1153,Toys/Children's Products,Wooden toy,Lead,9.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/28/2014 12:00:00 AM,No
3683,Religious powder,Surma gel,Lead,3.8,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/21/2019 12:00:00 AM,No
518,Food Other,Cassava,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,06/19/2012 12:00:00 AM,No
1224,Food-Spice,Turmeric powder,Lead,16,ppm,UNKNOWN OR NOT STATED,BANGLADESH,10/10/2014 12:00:00 AM,No
3108,Dietary Supplement/Medications/Remedy,Vitamin D,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,08/27/2018 12:00:00 AM,No
1467,Dietary Supplement/Medications/Remedy,Herbal powder,Mercury,0.049,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
3536,Dietary Supplement/Medications/Remedy,Ashwaganda,Lead,-1,ppm,UNKNOWN OR NOT STATED,MOROCCO,01/28/2019 12:00:00 AM,No
2876,Dietary Supplement/Medications/Remedy,Rhodiola,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/13/2018 12:00:00 AM,No
3801,Food-Spice,Chili lime seasoning,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/06/2019 12:00:00 AM,No
1035,Dietary Supplement/Medications/Remedy,Chamomile oil,Lead,-1,ppm,ROZ laboratories Inc,PHILIPPINES,01/17/2014 12:00:00 AM,No
2039,Dietary Supplement/Medications/Remedy,Grape Seed Extract,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNITED STATES,11/03/2016 12:00:00 AM,No
846,Dietary Supplement/Medications/Remedy,Vitisini,Mercury,13000,ppm,UNKNOWN OR NOT STATED,INDIA,07/17/2013 12:00:00 AM,No
159,Cosmetics,Lipstick,Lead,-1,ppm,UNKNOWN OR NOT STATED,GEORGIA,05/04/2011 12:00:00 AM,No
423,Food Other,Oat,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,04/10/2012 12:00:00 AM,No
2996,Tableware/Pottery,Moroccan Tajine--ASTM C738,Lead,0.17,MG/L,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,05/25/2018 12:00:00 AM,No
4870,Food-Spice,Cumin Powder,Lead,0.54,ppm,UNKNOWN OR NOT STATED,MOROCCO,11/06/2019 12:00:00 AM,No
4561,Food-Candy,Vero,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,08/16/2019 12:00:00 AM,No
1950,Cosmetics,Perlop Concha Nacar Brightening Mask,Mercury,-1,ppm,"Perlop Cosmetics, Inc.",UNITED STATES,10/07/2016 12:00:00 AM,No
929,Food-Spice,Vegetable soup powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/22/2013 12:00:00 AM,No
1410,Dietary Supplement/Medications/Remedy,Arshoghni Bati (Ayurvedic),Mercury,23,ppm,"Shree Baidyanath, Ayurved Bhawan Pvt. Ltd",INDIA,02/25/2015 12:00:00 AM,No
5049,Dietary Supplement/Medications/Remedy,Circulyn Extract Concentrated Dietary Herbal Supplement  xIAO hUO lUO,Arsenic,-1,ppm,Lanzhou Traditional Herbs,CHINA,12/13/2019 12:00:00 AM,No
23,Cosmetics,Johnson & Johnson Baby Powder,Lead,-1,ppm,Dipsoduske oleh,INDONESIA,02/07/2011 12:00:00 AM,No
28,Tableware/Pottery,Clay pot,Cadmium,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,02/08/2011 12:00:00 AM,No
1156,Dietary Supplement/Medications/Remedy,Bo Ying Compound,Mercury,-1,ppm,Eu Yan Sang International Limited,UNITED STATES,07/29/2014 12:00:00 AM,No
3624,Food-Spice,Food Spice,Lead,-1,ppm,UNKNOWN OR NOT STATED,BANGLADESH,02/12/2019 12:00:00 AM,No
4181,Food-Spice,Turmeric powder,Lead,0.42,ppm,UNKNOWN OR NOT STATED,BANGLADESH,05/30/2019 12:00:00 AM,No
4010,Food-Spice,Curry Powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/09/2019 12:00:00 AM,No
1360,Dietary Supplement/Medications/Remedy,Marichyadi Bati (Ayurvedic),Mercury,37,ppm,Shree Baidyanath; Ayurved Bhawan Pvt. Ltd.,INDIA,02/25/2015 12:00:00 AM,No
4614,Food-Spice,Korma,Lead,-1,ppm,Shan foodsLdt,PAKISTAN,09/09/2019 12:00:00 AM,No
3780,Cosmetics,Blue Heaven Supreme Kajal,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/05/2019 12:00:00 AM,No
4463,Cosmetics,Saeed Ghani Sandal Cream,Mercury,0.33,ppm,UNKNOWN OR NOT STATED,PAKISTAN,07/26/2019 12:00:00 AM,No
2792,Food-Spice,Green tea leaves,Lead,0.44,ppm,UNKNOWN OR NOT STATED,RUSSIAN FEDERATION,02/13/2018 12:00:00 AM,No
430,Food-Spice,Paprika,Lead,250,ppm,UNKNOWN OR NOT STATED,GEORGIA,04/23/2012 12:00:00 AM,No
387,Food Other,BrookBond Tea,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,02/14/2012 12:00:00 AM,No
1027,Dietary Supplement/Medications/Remedy,Long Dan Xie Gan Tang (Gentian Draining Formula),Arsenic,-1,ppm,Meridian Herbal Products,CHINA,01/15/2014 12:00:00 AM,No
2788,Cosmetics,Pure Chandan Tika,Lead,4.1,ppm,Hari Darshan Sevashram PVT LTD,INDIA,01/30/2018 12:00:00 AM,No
416,Food-Spice,Turmeric,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,04/05/2012 12:00:00 AM,No
4266,Dietary Supplement/Medications/Remedy,Divya Shuddhi Churna,Cadmium,-1,ppm,Divya Pharmacy,INDIA,06/27/2019 12:00:00 AM,No
2786,Toys/Children's Products,Hair clip,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,01/30/2018 12:00:00 AM,No
2091,Tableware/Pottery,Ceramic Mug (Scraped off paint from outside mug),Lead,6.1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,12/21/2016 12:00:00 AM,No
898,Toys/Children's Products,McDonald's Hello Kitty Toy,Lead,30,ppm,UNKNOWN OR NOT STATED,CHINA,09/04/2013 12:00:00 AM,No
219,Dietary Supplement/Medications/Remedy,Raj Bati (Ayurvedic),Lead,3,ppm,Shree Baidyanath Ayurved Bhawan,INDIA,06/13/2011 12:00:00 AM,No
2608,Food Other,Valentina Salsa Picante,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,08/16/2017 12:00:00 AM,No
415,Food-Spice,Chili powder,Lead,-1,ppm,UNKNOWN OR NOT STATED,INDIA,04/05/2012 12:00:00 AM,No
3786,Religious powder,Sindoor,Lead,5.5,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/05/2019 12:00:00 AM,No
250,Religious powder,Sindoor,Lead,180,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,07/14/2011 12:00:00 AM,No
3952,Tableware/Pottery,"Glazed, couscous serving plate--Interior",Lead,2.9,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/01/2019 12:00:00 AM,No
2113,Cosmetics,SHURMA,Lead,730000,ppm,UNKNOWN OR NOT STATED,PAKISTAN,12/23/2016 12:00:00 AM,No
70,Dietary Supplement/Medications/Remedy,Vasant Kusumakar Ras with Gold and Pearl (Ayur),Arsenic,-1,ppm,Dabur India LTD.,INDIA,03/30/2011 12:00:00 AM,No
3936,Tableware/Pottery,Ceramic bowl wtih glazed interior--Interior,Lead,0.1,MG/CM^2,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,04/01/2019 12:00:00 AM,No
1209,Food Other,Fig,Lead,-1,ppm,UNKNOWN OR NOT STATED,TURKEY,09/10/2014 12:00:00 AM,No
4709,Toys/Children's Products,Toy,Lead,-1,ppm,UNKNOWN OR NOT STATED,CHINA,09/29/2019 12:00:00 AM,No
1440,Food Other,Crickettes,Lead,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/04/2015 12:00:00 AM,No
3196,Dietary Supplement/Medications/Remedy,Spirulina Pacifica,Mercury,-1,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/10/2018 12:00:00 AM,No
1463,Dietary Supplement/Medications/Remedy,Herbal pills,Lead,6.4,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,03/26/2015 12:00:00 AM,No
4735,Food-Spice,House of Spices Tumeric,Lead,920,ppm,UNKNOWN OR NOT STATED,UNKNOWN OR NOT STATED,10/04/2019 12:00:00 AM,No
2129,Food-Spice,Yellow flower,Lead,17000,ppm,UNKNOWN OR NOT STATED,GEORGIA,01/21/2017 12:00:00 AM,No
3506,Food Other,Fruit,Lead,-1,ppm,UNKNOWN OR NOT STATED,MEXICO,01/25/2019 12:00:00 AM,No
1561,Toys/Children's Products,Thomas train,Lead,4.6,ppm,Mattel Inc,CHINA,11/18/2015 12:00:00 AM,No
